time,lat,lon,tasminAdjust,tasmaxAdjust,prAdjust,rsdsAdjust,month
1953-06-30,47.75,-83.25,-1.2384033,26.281128,103.72821089495119,976.5951,6
1953-07-31,47.75,-83.25,5.3160706,35.51007,104.3929406285315,1039.5692,7
1953-08-31,47.75,-83.25,0.40176392,31.71814,59.17262586663128,892.3332,8
1953-09-30,47.75,-83.25,-4.337677,28.456451,46.3419825406163,618.634,9
1953-10-31,47.75,-83.25,-11.38681,19.908142,46.90842643285578,447.5286,10
1953-11-30,47.75,-83.25,-31.451935,6.2393494,51.200702314599766,237.27328,11
1953-12-31,47.75,-83.25,-40.534256,6.060089,82.45943008296308,210.37907,12
1954-01-31,47.75,-83.25,-40.07335,2.8774414,86.67989167479391,283.10703,1
1954-02-28,47.75,-83.25,-32.844406,7.2571716,31.766886479454115,463.20508,2
1954-03-31,47.75,-83.25,-22.50293,22.092407,113.57614345906768,621.90875,3
1954-04-30,47.75,-83.25,-16.332214,15.88324,43.258637043254566,922.3859,4
1954-05-31,47.75,-83.25,-4.6721497,19.251434,102.96058760941378,858.6422,5
1954-06-30,47.75,-83.25,-1.613739,34.36908,108.47932020915323,934.7944,6
1954-07-31,47.75,-83.25,4.0487366,28.669403,128.5165539913578,978.1271,7
1954-08-31,47.75,-83.25,2.0317078,26.39621,58.018728920433205,898.80835,8
1954-09-30,47.75,-83.25,-6.38678,24.99295,104.55382744548842,613.1883,9
1954-10-31,47.75,-83.25,-17.055542,15.488373,120.87087713152869,350.17798,10
1954-11-30,47.75,-83.25,-28.876541,14.365509,114.21021855421714,242.52232,11
1954-12-31,47.75,-83.25,-34.16986,2.039856,81.70072766515659,196.86412,12
1955-01-31,47.75,-83.25,-37.544785,1.7047424,70.17815230210545,240.5558,1
1955-02-28,47.75,-83.25,-34.218796,6.169586,66.67322925059125,449.25507,2
1955-03-31,47.75,-83.25,-25.308945,24.393433,84.44676850704127,663.6143,3
1955-04-30,47.75,-83.25,-12.662964,19.727356,41.47619327632128,925.1166,4
1955-05-31,47.75,-83.25,-5.229004,24.237152,124.25280695824767,948.3093,5
1955-06-30,47.75,-83.25,0.4182129,33.495697,63.150086983296205,1165.0531,6
1955-07-31,47.75,-83.25,4.1368103,31.968384,166.6552177604899,853.6972,7
1955-08-31,47.75,-83.25,1.8579407,28.945099,138.20591582043562,791.56683,8
1955-09-30,47.75,-83.25,-4.3887634,23.675507,33.20872916519875,723.27576,9
1955-10-31,47.75,-83.25,-6.6586304,18.408264,55.39789569738787,404.1489,10
1955-11-30,47.75,-83.25,-16.28363,7.413666,75.00118574680528,228.57082,11
1955-12-31,47.75,-83.25,-37.016205,3.1741333,49.495383444445906,232.2571,12
1956-01-31,47.75,-83.25,-32.75496,3.8242493,76.94393733108882,277.32196,1
1956-02-28,47.75,-83.25,-35.598892,3.8579712,20.41085594391916,493.99747,2
1956-03-31,47.75,-83.25,-28.402252,11.407135,98.69152569663129,645.28925,3
1956-04-30,47.75,-83.25,-13.273163,16.088013,103.24229395191651,757.96014,4
1956-05-31,47.75,-83.25,-5.0125732,20.19873,84.85349067341303,899.6272,5
1956-06-30,47.75,-83.25,2.4736023,30.851776,126.85512073949212,1052.228,6
1956-07-31,47.75,-83.25,4.0713196,27.402985,64.55301199330279,1083.6432,7
1956-08-31,47.75,-83.25,-0.1512146,30.2854,145.90855203423416,771.33984,8
1956-09-30,47.75,-83.25,-5.88208,26.570374,77.13199348800117,636.9157,9
1956-10-31,47.75,-83.25,-8.716461,23.56961,34.49837749321887,448.5519,10
1956-11-30,47.75,-83.25,-13.453461,15.310608,24.875225820142077,308.4517,11
1956-12-31,47.75,-83.25,-39.09758,3.3401794,41.78932364229695,202.9637,12
1957-01-31,47.75,-83.25,-40.70323,3.293518,62.918974191416055,276.8994,1
1957-02-28,47.75,-83.25,-34.29724,-0.1308899,39.942108112882124,483.21686,2
1957-03-31,47.75,-83.25,-22.678574,16.24121,80.08632032797323,614.46765,3
1957-04-30,47.75,-83.25,-13.278442,22.015625,44.56369301187806,864.9037,4
1957-05-31,47.75,-83.25,-6.8615723,22.045807,54.662795666263264,1049.6669,5
1957-06-30,47.75,-83.25,-5.7937927,26.255524,202.03121072991053,893.704,6
1957-07-31,47.75,-83.25,3.116333,34.39798,61.22177301440388,1082.8579,7
1957-08-31,47.75,-83.25,1.3460693,32.910797,119.85347111622104,972.3442,8
1957-09-30,47.75,-83.25,-4.7568665,24.882172,123.42824061925057,543.02966,9
1957-10-31,47.75,-83.25,-7.423218,21.099548,115.53724568475445,428.3294,10
1957-11-30,47.75,-83.25,-34.324417,14.736481,94.66588360301103,287.68863,11
1957-12-31,47.75,-83.25,-33.103333,1.5728455,58.57305824829382,211.05011,12
1958-01-31,47.75,-83.25,-41.47003,1.59906,37.396230478043435,306.6219,1
1958-02-28,47.75,-83.25,-31.044327,5.1002502,27.601274329936132,463.08005,2
1958-03-31,47.75,-83.25,-31.809952,13.734467,70.62819070342812,676.12103,3
1958-04-30,47.75,-83.25,-15.25412,18.220001,42.995602573682845,929.4367,4
1958-05-31,47.75,-83.25,-5.8330383,23.27069,74.28132422191993,985.0806,5
1958-06-30,47.75,-83.25,-4.240631,25.593689,125.2397276708507,1061.606,6
1958-07-31,47.75,-83.25,4.9161377,29.326935,133.25171439373662,978.604,7
1958-08-31,47.75,-83.25,-0.21829224,30.929443,129.74526879406767,812.599,8
1958-09-30,47.75,-83.25,-6.055176,25.47171,69.73258722428,707.8312,9
1958-10-31,47.75,-83.25,-6.3312683,22.252472,59.465517885109875,410.16882,10
1958-11-30,47.75,-83.25,-28.239212,13.93634,27.114336367958458,257.55356,11
1958-12-31,47.75,-83.25,-25.774292,10.8229065,101.42945767584024,199.17177,12
1959-01-31,47.75,-83.25,-39.57019,19.69049,66.22284533150378,296.35434,1
1959-02-28,47.75,-83.25,-30.591003,4.649231,54.31242726954224,414.1811,2
1959-03-31,47.75,-83.25,-24.652588,12.1710205,77.20067337504588,697.7568,3
1959-04-30,47.75,-83.25,-13.272247,24.730164,41.08583277484286,923.52936,4
1959-05-31,47.75,-83.25,-5.6844788,27.18219,34.95349226814142,1109.001,5
1959-06-30,47.75,-83.25,-0.13613892,26.70285,52.431400023488095,972.6306,6
1959-07-31,47.75,-83.25,3.1626892,26.5596,169.77582529980282,862.43286,7
1959-08-31,47.75,-83.25,-0.52874756,26.82315,100.72026973357424,885.32635,8
1959-09-30,47.75,-83.25,-4.165741,24.259338,225.99536916677607,398.24365,9
1959-10-31,47.75,-83.25,-13.388794,16.63031,100.4972600385372,324.06458,10
1959-11-30,47.75,-83.25,-22.176422,11.9339905,133.97087891098636,209.35048,11
1959-12-31,47.75,-83.25,-32.05574,6.83432,88.11244519165484,207.71812,12
1960-01-31,47.75,-83.25,-38.058014,4.1185913,42.42299915640615,299.1873,1
1960-02-28,47.75,-83.25,-31.064407,4.4341125,60.041653041844256,415.2914,2
1960-03-31,47.75,-83.25,-24.347382,12.074066,50.387205136576085,642.02374,3
1960-04-30,47.75,-83.25,-8.864288,24.009125,58.38356004387606,750.66974,4
1960-05-31,47.75,-83.25,-7.7669067,26.080841,52.99427863719757,982.12354,5
1960-06-30,47.75,-83.25,1.8149414,31.200867,68.65717347536702,1102.6473,6
1960-07-31,47.75,-83.25,2.2390137,27.121613,79.3587117586867,944.0319,7
1960-08-31,47.75,-83.25,1.9967651,27.451538,95.14643962320406,842.15173,8
1960-09-30,47.75,-83.25,-5.401703,20.434875,145.10101471350936,508.45554,9
1960-10-31,47.75,-83.25,-9.208435,13.982117,111.48190002531919,361.57953,10
1960-11-30,47.75,-83.25,-25.148071,16.07837,61.355008980535786,254.28287,11
1960-12-31,47.75,-83.25,-35.334854,3.8009949,117.79138612764655,218.27289,12
1961-01-31,47.75,-83.25,-38.63762,-0.1302185,35.01267414430913,289.99692,1
1961-02-28,47.75,-83.25,-33.831406,4.117218,23.27632882806938,495.81982,2
1961-03-31,47.75,-83.25,-25.344788,10.421387,57.75940436142264,705.49194,3
1961-04-30,47.75,-83.25,-18.02478,20.326233,80.11199804113858,985.42584,4
1961-05-31,47.75,-83.25,-6.9027405,25.045105,83.16284688844462,944.3466,5
1961-06-30,47.75,-83.25,-1.748291,20.715729,87.572595166057,818.539,6
1961-07-31,47.75,-83.25,3.3320618,28.861542,85.050889365084,1022.6936,7
1961-08-31,47.75,-83.25,-3.8578491,31.68045,68.28803669923218,1005.7445,8
1961-09-30,47.75,-83.25,-3.1796875,25.034058,66.28066407938604,696.1815,9
1961-10-31,47.75,-83.25,-9.47406,19.65097,107.48334219861135,359.52707,10
1961-11-30,47.75,-83.25,-21.242203,15.97995,61.1100187037664,277.4283,11
1961-12-31,47.75,-83.25,-37.934692,6.72287,71.38056272815447,197.3068,12
1962-01-31,47.75,-83.25,-40.57596,0.61587524,32.34096232044976,302.29236,1
1962-02-28,47.75,-83.25,-33.418137,6.5212097,9.978122152097058,533.7205,2
1962-03-31,47.75,-83.25,-26.848999,8.5372925,60.87030986091122,656.17444,3
1962-04-30,47.75,-83.25,-13.083221,15.782715,40.5774128234043,828.71423,4
1962-05-31,47.75,-83.25,-7.9896545,29.622284,47.83238217096368,1166.3828,5
1962-06-30,47.75,-83.25,-0.7461548,32.960754,35.106129401538055,1150.5259,6
1962-07-31,47.75,-83.25,4.388336,26.567383,119.09646969761525,867.524,7
1962-08-31,47.75,-83.25,3.948883,26.451233,84.5857054082444,908.5883,8
1962-09-30,47.75,-83.25,-1.6802063,27.542877,98.44666129574762,577.31323,9
1962-10-31,47.75,-83.25,-6.863983,18.72171,69.31152944962378,374.99576,10
1962-11-30,47.75,-83.25,-18.494553,12.73703,52.67233562335605,263.2563,11
1962-12-31,47.75,-83.25,-30.105698,11.437805,64.1993635254039,224.7581,12
1963-01-31,47.75,-83.25,-34.11296,2.1234741,22.162440110332682,301.89764,1
1963-02-28,47.75,-83.25,-30.53128,3.0889893,35.27424450003309,456.69342,2
1963-03-31,47.75,-83.25,-22.254517,10.866638,57.932668751163874,650.4448,3
1963-04-30,47.75,-83.25,-15.662903,19.56186,42.55883116165933,932.6225,4
1963-05-31,47.75,-83.25,-5.5234985,26.73404,61.48308937881666,1070.2689,5
1963-06-30,47.75,-83.25,-1.4794006,27.06073,161.70189929689514,923.1274,6
1963-07-31,47.75,-83.25,4.4046936,27.842957,158.77684946899535,967.0754,7
1963-08-31,47.75,-83.25,-3.418274,31.119537,50.35695490696526,986.2175,8
1963-09-30,47.75,-83.25,-3.2806091,23.960419,127.60117233119672,597.5811,9
1963-10-31,47.75,-83.25,-10.850342,18.10675,114.0591411080095,315.22296,10
1963-11-30,47.75,-83.25,-30.326492,11.810638,40.541653640320874,269.1191,11
1963-12-31,47.75,-83.25,-36.622772,2.8581543,51.04272201751883,231.9897,12
1964-01-31,47.75,-83.25,-39.439087,0.16326904,44.645010179738165,295.63608,1
1964-02-28,47.75,-83.25,-32.462204,11.153137,81.13540097911027,447.85526,2
1964-03-31,47.75,-83.25,-23.176544,19.068329,34.087848777198815,567.1884,3
1964-04-30,47.75,-83.25,-13.256683,15.109924,76.72236618673196,746.89606,4
1964-05-31,47.75,-83.25,-4.8197327,29.485535,77.04907758343325,985.87354,5
1964-06-30,47.75,-83.25,2.2007446,31.139038,87.06482335510373,1029.9224,6
1964-07-31,47.75,-83.25,3.5343018,27.779602,92.85162033738743,1044.7793,7
1964-08-31,47.75,-83.25,-2.4047241,24.48407,71.81397034655674,858.7044,8
1964-09-30,47.75,-83.25,-6.06073,23.619507,59.95246207457967,587.6277,9
1964-10-31,47.75,-83.25,-8.677002,20.79483,77.05453409434995,390.96347,10
1964-11-30,47.75,-83.25,-25.689728,10.8185425,69.69001602919889,247.24652,11
1964-12-31,47.75,-83.25,-32.149307,3.5388489,52.58904875081498,227.34367,12
1965-01-31,47.75,-83.25,-39.655334,2.9423523,66.93889940797817,258.51093,1
1965-02-28,47.75,-83.25,-30.96936,5.21933,50.772049268562114,470.02042,2
1965-03-31,47.75,-83.25,-28.502487,11.062897,49.05691362146172,664.6687,3
1965-04-30,47.75,-83.25,-16.377625,23.087341,46.701236738590524,883.53503,4
1965-05-31,47.75,-83.25,-6.832489,28.532349,72.07646684037172,914.49976,5
1965-06-30,47.75,-83.25,-1.9572754,25.433197,82.68906436605903,1125.765,6
1965-07-31,47.75,-83.25,3.7937012,28.915802,56.929503261926584,1086.6406,7
1965-08-31,47.75,-83.25,2.2105103,30.419037,53.76884498709842,918.5682,8
1965-09-30,47.75,-83.25,-3.5684204,23.27243,61.80124327802332,537.42523,9
1965-10-31,47.75,-83.25,-8.946381,19.462189,149.20753828628222,342.63724,10
1965-11-30,47.75,-83.25,-33.33246,12.041412,79.15232499835838,272.82507,11
1965-12-31,47.75,-83.25,-35.183517,2.2302551,77.86430499254493,239.46004,12
1966-01-31,47.75,-83.25,-45.99356,2.38443,93.13787879000301,283.66644,1
1966-02-28,47.75,-83.25,-31.593521,5.491638,45.55999639414949,485.37827,2
1966-03-31,47.75,-83.25,-24.828308,16.868439,24.487135455638054,726.5447,3
1966-04-30,47.75,-83.25,-7.9665833,19.882538,43.45663278836582,807.3494,4
1966-05-31,47.75,-83.25,-6.855377,25.515625,36.62480553448404,1143.3665,5
1966-06-30,47.75,-83.25,1.5578003,27.897827,70.14476069562079,1081.8331,6
1966-07-31,47.75,-83.25,1.5896301,34.499084,51.44126663217321,1039.8198,7
1966-08-31,47.75,-83.25,1.0882568,28.28592,66.96623361931415,938.73413,8
1966-09-30,47.75,-83.25,-5.004364,23.35019,105.06552279257448,517.3005,9
1966-10-31,47.75,-83.25,-8.897064,16.839752,69.8211435079429,464.14575,10
1966-11-30,47.75,-83.25,-27.974747,10.214539,111.83332112850621,264.77652,11
1966-12-31,47.75,-83.25,-40.679108,4.2185364,94.68567115472979,201.63962,12
1967-01-31,47.75,-83.25,-34.957855,3.5444946,56.69634475852945,257.59048,1
1967-02-28,47.75,-83.25,-33.761765,4.415863,21.21652720743441,487.126,2
1967-03-31,47.75,-83.25,-28.70996,11.006897,54.10393279780692,745.5629,3
1967-04-30,47.75,-83.25,-15.130096,22.83899,22.32200761245622,996.66016,4
1967-05-31,47.75,-83.25,-5.8793335,23.163818,62.45812822307926,928.3377,5
1967-06-30,47.75,-83.25,-0.6168823,28.021881,118.83614961407147,984.51654,6
1967-07-31,47.75,-83.25,2.4507751,29.730896,49.327647319296375,1189.5719,7
1967-08-31,47.75,-83.25,0.9892578,27.648254,168.51829389706836,799.23737,8
1967-09-30,47.75,-83.25,-1.4022217,22.478943,189.93553348991554,445.99432,9
1967-10-31,47.75,-83.25,-11.167206,16.312866,99.12403762682516,265.10083,10
1967-11-30,47.75,-83.25,-24.838776,11.417206,62.20103638697765,256.43106,11
1967-12-31,47.75,-83.25,-31.476303,2.9908142,45.31349842582131,233.29219,12
1968-01-31,47.75,-83.25,-39.476166,1.3559265,9.603052599413786,330.01813,1
1968-02-28,47.75,-83.25,-34.916397,2.9508667,43.581725866533816,483.8963,2
1968-03-31,47.75,-83.25,-23.449066,23.58493,13.52730726102891,791.3333,3
1968-04-30,47.75,-83.25,-12.819214,15.97702,53.05532881502586,828.89,4
1968-05-31,47.75,-83.25,-5.6370544,23.809845,77.89119393819419,933.77045,5
1968-06-30,47.75,-83.25,-0.7409973,25.62735,176.88086768612266,832.5961,6
1968-07-31,47.75,-83.25,4.444397,28.346771,94.83605167188216,909.33356,7
1968-08-31,47.75,-83.25,3.5503845,28.46872,108.95986929463106,857.69403,8
1968-09-30,47.75,-83.25,-0.7071533,28.274231,104.79205578558322,619.861,9
1968-10-31,47.75,-83.25,-13.964996,21.574371,67.91319257390569,448.09985,10
1968-11-30,47.75,-83.25,-29.75232,8.606812,32.17021993732487,265.28513,11
1968-12-31,47.75,-83.25,-35.66188,1.5716553,88.40718881838256,211.55446,12
1969-01-31,47.75,-83.25,-31.176392,5.1691284,38.70506081766507,267.77878,1
1969-02-28,47.75,-83.25,-27.8434,7.3803406,27.64732628056663,466.83188,2
1969-03-31,47.75,-83.25,-17.333923,12.839905,88.6313203460304,593.3861,3
1969-04-30,47.75,-83.25,-12.590515,24.24826,14.515587541245623,1001.78864,4
1969-05-31,47.75,-83.25,-2.692627,26.998901,88.68289988349716,988.789,5
1969-06-30,47.75,-83.25,-2.515686,27.063843,106.94384996895678,867.7096,6
1969-07-31,47.75,-83.25,3.087799,28.117554,60.19753571035835,1000.73834,7
1969-08-31,47.75,-83.25,4.136627,32.399384,137.99883504834725,854.1183,8
1969-09-30,47.75,-83.25,-3.9631042,26.851837,101.60318136768183,680.6429,9
1969-10-31,47.75,-83.25,-17.108795,16.970703,96.99486507379333,366.64206,10
1969-11-30,47.75,-83.25,-24.90976,9.57019,62.882406583594275,270.88593,11
1969-12-31,47.75,-83.25,-50.44812,4.061493,70.53820894288947,231.46123,12
1970-01-31,47.75,-83.25,-53.305878,1.4083557,47.111314992798725,274.79718,1
1970-02-28,47.75,-83.25,-29.645279,0.17144775,35.734442745342676,475.1114,2
1970-03-31,47.75,-83.25,-26.597702,10.612335,101.00853325202479,563.3818,3
1970-04-30,47.75,-83.25,-14.582611,19.352386,38.96944763037027,927.13995,4
1970-05-31,47.75,-83.25,-4.9436646,27.702332,25.609612552943872,1189.9642,5
1970-06-30,47.75,-83.25,-0.85076904,31.260406,68.23624973421829,1114.9711,6
1970-07-31,47.75,-83.25,3.5693665,32.49417,68.15900408400921,1089.3605,7
1970-08-31,47.75,-83.25,1.6013184,30.334839,40.59309890362783,825.6551,8
1970-09-30,47.75,-83.25,-4.163025,24.5401,118.26867695781402,638.9661,9
1970-10-31,47.75,-83.25,-8.834686,18.482544,73.64322942303261,357.29828,10
1970-11-30,47.75,-83.25,-15.586029,9.167725,52.883776018097706,227.63414,11
1970-12-31,47.75,-83.25,-32.154938,4.5196533,82.66939434106462,223.455,12
1971-01-31,47.75,-83.25,-37.78865,0.027282715,52.55409975070506,290.47974,1
1971-02-28,47.75,-83.25,-34.104523,1.4879456,23.216260383924237,486.31784,2
1971-03-31,47.75,-83.25,-32.875046,12.653198,80.87344410632795,632.57996,3
1971-04-30,47.75,-83.25,-19.926804,17.003418,104.39811598880624,849.77136,4
1971-05-31,47.75,-83.25,-5.752289,24.82965,39.78690160365659,1102.9905,5
1971-06-30,47.75,-83.25,-3.0016174,34.847443,64.54481746332021,1070.3542,6
1971-07-31,47.75,-83.25,3.6917725,29.302673,62.860971035115654,1047.2532,7
1971-08-31,47.75,-83.25,1.0222473,24.486328,70.38443966812338,849.57544,8
1971-09-30,47.75,-83.25,-2.8526917,29.213257,61.97027768794214,712.3185,9
1971-10-31,47.75,-83.25,-6.9396973,18.893646,60.58750239171786,454.22284,10
1971-11-30,47.75,-83.25,-18.788681,12.398773,32.42078145722189,284.91983,11
1971-12-31,47.75,-83.25,-26.581772,3.52005,42.89261013327632,225.90085,12
1972-01-31,47.75,-83.25,-36.306778,-0.4760437,65.05786474590423,286.83917,1
1972-02-28,47.75,-83.25,-34.92404,3.8657532,31.186395540680678,449.3347,2
1972-03-31,47.75,-83.25,-26.642944,13.749268,87.96170876448741,648.2317,3
1972-04-30,47.75,-83.25,-18.464035,15.077423,124.95503236787044,928.59235,4
1972-05-31,47.75,-83.25,-7.2519836,19.765564,65.68617933226051,975.2332,5
1972-06-30,47.75,-83.25,2.3971558,33.17807,73.0448483285727,1026.3746,6
1972-07-31,47.75,-83.25,3.2217407,26.871094,119.15791914216243,1039.3656,7
1972-08-31,47.75,-83.25,-0.5553894,25.039062,188.6623036894889,824.40985,8
1972-09-30,47.75,-83.25,-4.9403687,21.034973,51.72577824378095,608.07404,9
1972-10-31,47.75,-83.25,-12.3811035,16.35617,85.33436384386732,389.55484,10
1972-11-30,47.75,-83.25,-23.54979,15.977386,75.93440875443775,230.42148,11
1972-12-31,47.75,-83.25,-33.848297,1.4028015,77.93954930457403,194.01953,12
1973-01-31,47.75,-83.25,-36.232285,6.8878784,58.580759318283526,308.88388,1
1973-02-28,47.75,-83.25,-29.691467,3.8500977,15.30914105296688,499.2881,2
1973-03-31,47.75,-83.25,-23.68126,10.332275,41.618966587702744,638.8692,3
1973-04-30,47.75,-83.25,-13.863342,20.27771,112.14623436717375,738.0186,4
1973-05-31,47.75,-83.25,-2.5349731,26.14215,67.00199370607152,961.0376,5
1973-06-30,47.75,-83.25,-0.95962524,28.119293,120.2352853375487,862.82306,6
1973-07-31,47.75,-83.25,4.345337,25.030182,112.95347305804171,935.35266,7
1973-08-31,47.75,-83.25,5.2347717,33.815063,99.46568486775504,893.01733,8
1973-09-30,47.75,-83.25,-5.7359314,23.202606,113.3387829799176,533.55414,9
1973-10-31,47.75,-83.25,-6.133545,16.598633,59.80555272617494,390.21658,10
1973-11-30,47.75,-83.25,-26.702087,10.21814,38.16557548343553,287.25336,11
1973-12-31,47.75,-83.25,-36.58899,3.4012756,79.4436157655582,211.83525,12
1974-01-31,47.75,-83.25,-33.143524,3.1812744,39.93136819372012,272.58963,1
1974-02-28,47.75,-83.25,-30.666885,5.254883,44.852879245263466,425.88705,2
1974-03-31,47.75,-83.25,-22.922882,12.051788,43.82495747104258,709.3844,3
1974-04-30,47.75,-83.25,-21.465805,21.197266,44.81188310965081,960.7418,4
1974-05-31,47.75,-83.25,-6.8511963,26.14389,31.272670504404232,1089.3566,5
1974-06-30,47.75,-83.25,1.3616028,27.697235,130.27076944999862,822.67377,6
1974-07-31,47.75,-83.25,2.4053955,27.618073,95.1510220849741,1018.4566,7
1974-08-31,47.75,-83.25,4.506317,25.623169,126.63556135012186,791.72797,8
1974-09-30,47.75,-83.25,-4.6968384,25.781494,89.40342733258149,731.00665,9
1974-10-31,47.75,-83.25,-8.736572,14.51236,46.59740954411973,379.91522,10
1974-11-30,47.75,-83.25,-24.857513,5.3211975,104.19748423664714,193.29889,11
1974-12-31,47.75,-83.25,-26.132477,4.69812,71.44699614073033,227.21605,12
1975-01-31,47.75,-83.25,-28.949661,7.406708,28.516425121051725,297.6832,1
1975-02-28,47.75,-83.25,-33.776398,4.6770935,56.04205703129992,420.90286,2
1975-03-31,47.75,-83.25,-19.292587,15.76709,127.58792081731372,590.8536,3
1975-04-30,47.75,-83.25,-18.249878,18.78305,57.26383272813109,870.3085,4
1975-05-31,47.75,-83.25,-5.0769043,24.16745,31.325817012475454,1137.1515,5
1975-06-30,47.75,-83.25,-1.0608215,28.15976,96.33723632159672,1003.26886,6
1975-07-31,47.75,-83.25,3.3121643,31.593628,37.26604417570343,1138.2361,7
1975-08-31,47.75,-83.25,2.145691,30.965912,32.91603527723055,907.4981,8
1975-09-30,47.75,-83.25,-6.7546997,22.099884,79.74068823368725,677.98883,9
1975-10-31,47.75,-83.25,-7.4687195,24.724396,144.38671958923806,354.6879,10
1975-11-30,47.75,-83.25,-14.782593,12.026062,86.38020065918681,223.0156,11
1975-12-31,47.75,-83.25,-36.42624,4.795471,85.58430778612092,216.72469,12
1976-01-31,47.75,-83.25,-35.917038,3.9352417,63.090191740047885,268.70145,1
1976-02-28,47.75,-83.25,-29.098633,2.2688904,51.69741202698788,450.4594,2
1976-03-31,47.75,-83.25,-30.75972,12.306763,64.98708599756355,685.14624,3
1976-04-30,47.75,-83.25,-7.515747,25.620178,40.56021265714662,932.22644,4
1976-05-31,47.75,-83.25,-2.3269348,24.005981,51.41422992601292,1045.8538,5
1976-06-30,47.75,-83.25,-1.6894531,32.06372,75.25111560353253,1111.5698,6
1976-07-31,47.75,-83.25,4.066559,33.751312,139.2694352165563,938.1438,7
1976-08-31,47.75,-83.25,0.17837524,25.677338,121.94282091986679,816.97797,8
1976-09-30,47.75,-83.25,-2.743866,26.413666,64.8159722732089,720.511,9
1976-10-31,47.75,-83.25,-9.5529785,13.87204,78.10804823366198,469.2654,10
1976-11-30,47.75,-83.25,-21.27568,12.874847,79.07182986436965,245.0152,11
1976-12-31,47.75,-83.25,-26.051453,10.022522,110.10574438623735,192.81966,12
1977-01-31,47.75,-83.25,-34.23224,5.3857117,55.48229674095637,291.29987,1
1977-02-28,47.75,-83.25,-30.78273,4.9374084,68.5272886956227,454.9545,2
1977-03-31,47.75,-83.25,-24.276932,12.197693,5.523508654005127,831.05414,3
